index,Age,Gender,Ethnicity,Hair Style,Hair Color,Hair Length,Eye Color,Body Type,Dress
danbooru_1409895_e672a92e1a54192c1678dad101d03bbd.txt_0,2,0,5,4,1,0,2,4,18
danbooru_4224482_fa7eafed0fe733b966ee91e83faea690.txt_0,7,0,0,10,3,2,3,1,0
danbooru_3118065_7ccc0f85417274a5b5212d4d8e1f43cb.txt_0,4,0,3,10,0,2,5,8,17
danbooru_5814226_e706a212ccc4187542aa8b0a85e68ba6.txt_1,7,1,3,10,1,2,2,7,25
danbooru_4449541_26b29fc3c1c6a00af5893252a81eb3a4.txt_0,7,1,3,11,0,2,5,0,13
danbooru_1607817_705d476714006aa2d3195e393ce1d29f.txt_0,2,0,3,4,1,0,2,4,23
danbooru_2842830_65a488f83d6ad6670acf88d5d6773881.txt_0,3,0,0,4,3,0,3,7,5
danbooru_5505354_7ca146a36ee98b63bca6e5305dadc8f2.txt_1,7,1,5,12,0,1,11,7,33
danbooru_5271643_9c45c9087f3832405cfa65b8fd93abe5.txt_1,1,0,5,10,7,2,4,8,23
danbooru_1887812_71eeb4ed03f8301c691e4356dfd38101.txt_0,2,0,3,4,0,0,2,4,24
danbooru_1406893_dae45ade1d46145365492d48c2506b51.txt_0,7,0,3,9,1,0,2,7,34
danbooru_1420503_24cb679b60fa37d47590f5ded183bcaa.txt_0,2,0,5,4,4,0,12,4,0
danbooru_2729020_b787332958fdbb5de6842de26d1f3927.txt_0,3,0,3,4,1,0,2,7,24
danbooru_5703947_129a363cddd4f91d0d6a490b144fb2a3.txt_1,0,0,5,12,0,2,11,7,11
danbooru_5878401_d9f799000a1c8e5f074d399c032703a2.txt_1,0,0,0,12,0,0,11,7,16
danbooru_2425640_14477037457b5d109b941a2b27e66de2.txt_0,3,0,3,4,3,0,3,7,13
danbooru_4830870_2b0909967ae81327dafeba90f64136b8.txt_1,7,0,3,4,3,0,3,1,18
danbooru_4685805_c8c04860d85186df05eca7418f876b00.txt_1,7,1,5,12,3,2,3,7,11
danbooru_2240920_08ff8f3306acfdf5166ad0f48dd0b298.txt_0,3,0,3,4,0,0,3,7,23
danbooru_5816024_0be69e27bfa2a2b136bbaea82dfd1b5d.txt_1,7,1,5,10,1,2,4,7,35
danbooru_2752970_f1ba9267bf9a54d69ae98004a8cb38ba.txt_0,3,0,5,10,8,2,10,9,0
danbooru_1232699_a1475928353770f3a886454df5d55b61.txt_0,2,0,5,12,0,0,2,1,0
danbooru_5051308_b353bd6a30fab0db0c805650171bf2c8.txt_1,7,0,5,4,1,0,10,1,24
danbooru_5848207_9254aaef4a2f363348df7e08384a1ea3.txt_1,7,1,3,10,1,2,2,7,9
danbooru_1501791_528a14d7a890f9cc012e0988db3007e3.txt_0,2,0,3,4,3,0,6,5,22
danbooru_3246309_870346f0138ce342e80eb0266483f3e4.txt_0,7,0,3,12,0,0,3,7,24
danbooru_5583072_c84950278c803852065305e83ea1eef3.txt_1,1,0,5,9,7,0,4,7,23
danbooru_2629988_acde285fdf71f75eef7c4fb6160ff799.txt_0,3,0,5,1,1,1,14,1,23
danbooru_5757857_bd1696c223977bf243996b6ff27ce1f5.txt_1,7,0,5,5,8,1,10,8,35
danbooru_4080067_fdcf92e3e4b979e109d413b21e657eef.txt_0,5,0,3,10,3,2,3,7,23
danbooru_4585514_385df146017fe7207ac99d210fffc13f.txt_1,7,0,0,4,0,0,1,7,18
danbooru_1701315_64f0f89fd72b2186fa300d5d7e6426f0.txt_0,2,0,3,12,3,2,3,7,23
danbooru_1887815_3bac5b9f07dfbaf8c8fd2eca84245d35.txt_0,2,0,5,4,1,0,11,4,24
danbooru_1743790_215d9f9f065a9cdd4642247aa5ed834d.txt_0,2,0,3,10,0,2,11,7,30
danbooru_4907616_5769ac9f4040c578d1706aace0942b32.txt_1,5,0,3,4,0,0,3,7,23
danbooru_3617739_fd65dca819567acc031e934824b84d6c.txt_0,7,0,0,4,0,0,1,7,27
danbooru_1452563_2f23a8c32a0cfda32489eec43f002bc9.txt_0,7,0,3,4,1,0,2,7,3
danbooru_2836455_133b56430ac6c4733f158720a9ef8832.txt_0,3,0,3,4,3,3,2,7,32
danbooru_1507847_bcb4f150cbd24b65351e29c479b07ed7.txt_0,2,0,0,4,0,0,1,7,18
danbooru_2739725_c01c36e6c29aa6acb2c8131d54e07546.txt_0,3,0,3,13,3,0,0,7,11
danbooru_4616461_a71aac1bb1fb7e572f1e97dcc3984377.txt_1,7,1,5,10,10,2,2,9,11
danbooru_3477570_5596b07b77a9c6085a4fb9cb2ac2968b.txt_0,5,0,3,10,3,2,3,7,23
danbooru_2184409_1fc9a1f0a597af3ecbe70bb15a340be9.txt_0,3,0,3,4,0,0,14,7,18
danbooru_1544841_f3697ab104784917f2b7523cd2d6d207.txt_0,2,0,3,4,0,0,11,4,23
danbooru_5536062_212631e91000af1b8271ee423f8f6aa5.txt_1,1,0,5,7,7,2,4,9,23
danbooru_5915256_d0c9e83dd6ba26e231f7ea883484a130.txt_1,0,1,5,10,0,2,3,0,28
danbooru_5819409_1e323930852dfe2a6758f2631b259c30.txt_1,1,0,5,9,7,0,4,8,23
danbooru_4786368_5c0c12f4ccd46e35c9ffcf268ec7e20a.txt_1,7,1,5,10,10,2,12,0,11
danbooru_4800072_52a5e95a824df005923342d87841d88e.txt_1,7,1,5,10,7,2,3,0,10
danbooru_5757823_20ca46892553b8af73a51678c14d8f94.txt_1,1,0,3,9,7,1,4,8,23
danbooru_4449419_4fc9ccc1154655bd0457084ff6d19156.txt_0,5,1,3,10,0,2,11,7,7
danbooru_5757845_92b6a06d708136368ccb4a67f47b6ebf.txt_1,1,0,3,1,7,1,4,7,13
danbooru_1724970_f5be77bed967e83f5f72aaf9bff1906d.txt_0,2,0,3,4,1,0,2,7,34
danbooru_5811148_9eaae0eeb2339247f4ee7cff09710572.txt_1,7,1,3,12,0,0,3,0,4
danbooru_1394049_497ddff203e5bc6777da6aec9a944ba2.txt_0,2,0,3,12,0,0,5,7,24
danbooru_5816291_bba512f6a6b2dd7f00900c4f160198a1.txt_1,7,1,5,10,1,2,3,7,25
danbooru_5966069_7d57cb8c8633a266f9516b4215a5fcbd.txt_1,7,1,3,10,0,2,3,7,28
danbooru_2749600_4f66136035e5713b8700df7987b8cbde.txt_0,0,0,5,4,5,0,2,7,20
danbooru_5848215_87bc64f6b15c4571d944b5cfc86a49a5.txt_1,0,1,5,10,1,2,2,0,4
danbooru_2442901_6a4dd9c5d6efa6b8eed25db0b21be571.txt_0,3,0,5,10,4,2,4,4,6
danbooru_2801776_4922ff7824a9744b46c74cd3aa4c039e.txt_0,3,0,3,4,7,0,2,8,0
danbooru_5446662_24d1eff1adb7322bea2e01701358b2a3.txt_1,1,0,5,12,7,2,4,8,24
danbooru_5266376_10a3fd64bbf8faaf7b07b56482b5c41d.txt_1,1,0,5,3,7,0,4,9,5
danbooru_2791578_93a1f69e65b2e1770b5c5ebe844173bc.txt_0,3,0,5,10,8,2,10,1,0
danbooru_1397885_be001c94a32636a5e190e05875cc87e8.txt_0,2,0,3,4,0,0,3,4,0
danbooru_5071340_514c517a4d4ada39cd99439947ef0d5c.txt_1,7,0,5,4,2,0,10,1,24
danbooru_5816355_a90eaf900444ba5f319b9106b0aeda9a.txt_1,7,1,5,10,1,2,2,7,9
danbooru_5550856_1b3c64376194c0bfedaf518e1718dd18.txt_1,7,1,3,11,7,2,1,0,13
danbooru_4440380_c863a1101192f6a9efa6a0e75e220fa9.txt_0,7,0,3,12,3,2,3,0,12
danbooru_2728533_104617c6e3f5e69e4b5ede8172e32082.txt_0,3,0,5,4,10,0,4,9,20
danbooru_1880563_eb3e18edc8ed1b5c0a411a023c984b34.txt_0,2,0,3,12,3,2,3,7,23
danbooru_5812005_9ef24e0436e9e80ffe38d0e6d7291b3d.txt_1,7,1,3,10,3,2,3,0,4
danbooru_1189339_68b0ed15896697661fcdf1ac4b59bb1c.txt_0,2,0,5,4,0,0,5,1,0
danbooru_1231099_bb14f6b180a158deee48ab000da42643.txt_0,2,0,3,4,1,0,2,7,0
danbooru_5222996_75428012bfd97b7ae08027c7edd44098.txt_1,7,0,0,12,0,0,3,7,16
danbooru_1708984_6455eb9e107a0557be48dc78c31bed37.txt_0,2,0,5,4,1,0,2,9,10
danbooru_1187655_48d29e6198707550c25cdaef991f499a.txt_0,2,0,5,4,8,0,10,4,8
danbooru_5461059_9d839d10d211cb1a2a3d61ba80026724.txt_1,7,1,5,11,0,2,4,9,30
danbooru_5832858_e66dfbda24cc5bafc72796ea3af386e3.txt_1,7,0,3,10,3,2,3,0,12
danbooru_5444629_94c128866c49f9b1a954ae926fd1fe0b.txt_1,0,0,5,12,0,0,11,1,27
danbooru_4937641_ff39bd14a9809e4c08163ddc0d3f55f9.txt_1,0,1,5,10,0,2,5,0,11
danbooru_1355247_05ca27968babc4565a49f8aaad78e976.txt_0,2,0,3,4,0,0,4,8,8
danbooru_2659042_01559bf43f5d117c7de6b98b62a15b1d.txt_0,3,0,5,5,3,0,5,8,23
danbooru_2174393_0db7327dbdd9ffc0dce8f57c30d1d1e9.txt_0,3,0,3,4,3,0,3,8,23
danbooru_5298911_cd82d697937377aeb9829fb73e7c2da0.txt_1,1,0,5,3,7,1,4,8,23
danbooru_5388940_74e620d7faf38d085fda6f137ef2a75f.txt_1,1,0,3,10,7,2,4,7,23
danbooru_4800071_1f959bcdfbf47a7ffa62131053a19fce.txt_1,7,1,3,10,9,2,9,7,13
danbooru_1800959_b5c8def153a9898029bd8a80e1e3763c.txt_0,7,0,0,12,3,2,3,7,26
danbooru_5816402_9995b0c2badf708a5f67149078307e2d.txt_1,0,1,5,10,1,2,2,0,28
danbooru_5871116_e9041606aae774a4c858491d83f8a53b.txt_1,1,0,5,5,7,0,4,8,23
danbooru_5905212_1bf4c453610d4f19e4e4b181ac47273a.txt_1,7,1,3,10,1,2,4,7,12
danbooru_3466783_130fe4c930897f475056ac54269fbf98.txt_0,4,0,3,12,3,2,3,8,23
danbooru_5920809_2ca7f9332ee634ed0782b2d8301e4bd2.txt_1,7,1,5,11,0,2,2,7,11
danbooru_5033662_3c28723edfdaa957939395f0f97ef845.txt_1,7,0,3,4,0,0,1,1,32
danbooru_4009894_143c1178e2b5e2914116723af8713034.txt_0,4,0,3,12,0,0,3,8,23
danbooru_5853277_fd94cb4ee94283ac02a275f6b402f74e.txt_1,7,1,5,10,1,2,3,0,21
danbooru_2724587_a56c50a161dc8ccac508d845d4df1325.txt_0,3,0,3,2,6,0,8,4,24
danbooru_4772026_9f5e46a3b1abfe1d5b3d0ae4fc43e0e9.txt_1,0,1,5,10,1,2,2,0,25
danbooru_5812029_f48d69f4455abe33ae6747b8cd3dc85f.txt_1,7,1,3,12,1,2,2,0,18
danbooru_2740765_c71a592f0afe3c0780c42a72c3770e74.txt_0,3,0,1,4,1,0,2,7,24
danbooru_1423676_6e2a67b3aa802edde691a0e5e2f7d652.txt_0,2,0,3,4,0,0,1,4,29
danbooru_2540637_ab24ed6d38bab0de7cdf3c9c00aaa789.txt_0,3,0,3,4,0,0,3,7,10
danbooru_1233878_b10936cc18154906dba55f6aa7e16ae5.txt_0,2,0,5,12,0,0,11,8,26
danbooru_5513609_85cb402c2c8332611c97f1805a8cbf27.txt_1,0,0,5,4,0,0,11,9,18
danbooru_5836315_c6d39d7fecd17012cc092030625cfda1.txt_1,7,1,5,10,4,2,5,0,12
danbooru_1243114_b302d3f08162bd4aefddd899e491fc93.txt_0,2,0,3,12,0,0,11,7,14
danbooru_4010314_36d0c4663d284f3a957e4a8b41a42905.txt_0,4,0,3,10,3,2,3,4,23
danbooru_1544467_f13e116103fa9760a64ca6433e97fbd7.txt_0,2,0,3,4,0,0,3,4,24
danbooru_5846758_c2ca6a6bf2cad171542021b437f2b43f.txt_1,7,1,3,11,0,2,2,0,12
danbooru_5591562_280055f85101e47a228878873ba04250.txt_1,7,0,5,12,3,2,11,7,27
danbooru_4539597_b6fbdf02eb1809ecb17cbc73dde95683.txt_1,5,0,3,4,0,0,3,7,23
danbooru_2746064_8aed1377f3ac11cb6d8fb6a02d389615.txt_0,3,0,1,4,1,0,3,4,23
danbooru_5808517_fa13193357963d286e0c61c990ce76f0.txt_1,7,1,3,10,0,2,4,0,17
danbooru_5448552_ad41b0abe7f4931c0958eb8396c8ea93.txt_1,7,1,5,1,0,0,12,9,30
danbooru_4795798_cd609912ee75258337200c606544614d.txt_1,7,0,3,1,0,0,11,7,13
danbooru_3844376_86bcd362a851b6584b9652b060ef0679.txt_0,0,0,5,10,0,2,2,8,16
danbooru_1396624_5abe9b51d4405689657f0608a3153c4d.txt_0,2,0,3,2,0,0,10,1,24
danbooru_5355313_b84eaf4ba449531883206f7a458c4862.txt_1,7,1,3,10,1,2,5,7,28
danbooru_5714916_6495804f28c9484093da6c6cde172b15.txt_1,1,0,5,13,7,1,4,8,2
danbooru_5756837_88acf5fb7b768b49b864851f8f4a8db4.txt_1,7,1,3,10,1,2,2,7,28
danbooru_1704386_81b726c709f4f850abae63fbcd9b7fb5.txt_0,2,0,3,12,0,0,3,7,23
danbooru_5808653_babe1dc7a1de8a44bc3552041f26399c.txt_1,7,1,3,10,1,2,2,0,9
danbooru_5310104_642112531f5f906cdc73d14b8dbbffee.txt_1,0,0,5,12,0,0,11,7,31
danbooru_2744730_7f73f6e6193671a75667984793b6a688.txt_0,3,0,3,2,1,1,3,7,13
danbooru_2732784_c6794d7c3f95ec9f2361f8ad79563391.txt_0,3,0,5,4,4,0,2,9,20
danbooru_1194006_d1953b649b539c36b1a6ea624396b723.txt_0,2,0,3,4,1,0,2,8,24
danbooru_5461011_e2039e9045863b107690bb042c88ba57.txt_1,7,1,5,11,0,2,4,0,11
danbooru_1765633_789767824cd80f3955ed5dc3f41bfa6c.txt_0,7,0,5,10,3,2,3,4,17
danbooru_2799545_43034d59fd26dece4c88825d4155255c.txt_0,3,0,3,13,4,0,13,7,20
danbooru_1454856_6aa0ba176117ff3698bf9f076781d797.txt_0,2,0,3,4,1,0,2,4,18
danbooru_5596081_df17ed117a826f22104b55a462700f26.txt_1,0,0,5,10,0,2,11,1,31
danbooru_5388690_592b5d2679f667474f0da670b2045719.txt_1,7,1,3,11,0,2,2,7,23
danbooru_5227368_fc99a60eb798fcb261b8dee1e5ec9256.txt_1,7,1,0,10,0,2,4,3,33
danbooru_5388738_f7708d85d7a3f02dddb410d82af3da48.txt_1,7,1,5,11,0,2,4,9,23
danbooru_1646488_a4ea66fdcbc2c8580877dc6f5284f37f.txt_0,2,0,3,12,3,1,3,4,18
danbooru_5358016_ddb0a33723727e6f1fd10e1ce571caf1.txt_1,7,1,3,10,10,2,0,8,13
danbooru_5496028_c34261d4e1540130b5f5365d72c89d08.txt_1,7,1,5,11,0,2,4,8,23
danbooru_1456938_2ee46332c18ec0855c87a493ee21ff7a.txt_0,2,0,3,4,1,0,2,7,23
danbooru_5848132_7733dfeaf1646e62b80b772d0dcc4ac0.txt_1,7,1,3,10,1,2,2,7,33
danbooru_5237339_1462645c63c4b8bde97797329c8461e9.txt_1,5,0,3,12,3,2,3,7,22
danbooru_4634555_e48d6c751ffbfdc848ffa8bb81b1b26f.txt_1,7,1,5,10,0,2,3,8,11
danbooru_5808825_9c63779f674ea16ea3286ccb56739a05.txt_1,7,1,3,10,1,2,2,7,9
danbooru_1944120_92f73e00f3906e054522e4dd2ecb6bc7.txt_0,3,0,3,12,3,2,3,0,23
danbooru_2108759_ee8093e317c1f4c7d2ffed7ac8d86824.txt_0,3,0,0,12,0,0,1,1,0
danbooru_5848462_6090b975e2741a7bc12cd8b63c93936e.txt_1,7,1,3,10,1,2,2,7,4
danbooru_5905187_2aaa5935110cb6aca9275d88ea449d3c.txt_1,7,1,3,12,1,2,2,7,25
danbooru_2615757_8fb8b2fe9a89c804e3da39a8f9d92ec3.txt_0,3,0,5,4,0,0,11,9,24
danbooru_4270969_6ab8316d4a892284084ad66d63727119.txt_0,5,0,3,4,3,0,1,7,23
danbooru_2755531_9bb8f22c999b352701813078360418d6.txt_0,3,0,5,10,8,2,10,1,0
danbooru_1533462_1778b36c95642e4b84804c7bf06297dd.txt_0,2,0,3,12,0,0,11,8,15
danbooru_5342562_fd52e8e55f6eb25fa65a74893cbb2cd4.txt_1,0,0,5,4,3,0,4,8,23
danbooru_4893365_be32e0fd480119e7976b6246d9e8ddf6.txt_1,7,1,5,10,0,2,2,7,11
danbooru_4815871_f8eb30ebc1148c94f21bdbd1c6d627ae.txt_1,7,0,3,4,0,0,5,7,33
danbooru_1463702_81805ffa1a7d9c546290a98c4f244752.txt_0,7,0,3,12,3,2,3,7,3
danbooru_2079215_2d54b2cd372b40eb8a9628244e4e5b02.txt_0,3,0,0,9,1,0,2,7,0
danbooru_1671198_b6cab3b0c86a6a80661f7ca25789049c.txt_0,7,0,0,4,1,0,2,7,23
danbooru_4817951_4fc2512e523fdddb59ba09195c1fd063.txt_1,7,1,3,10,0,2,5,7,13
danbooru_5495648_dbc9cf5c57a60af7aae57d484400081a.txt_1,7,1,5,10,0,2,2,8,11
danbooru_470803_916bb050494ef5b8bef6f1e65f26dad8.txt_1,5,0,3,12,3,2,3,4,23
danbooru_5905224_663dbffa93706621703e9055d39d5214.txt_1,7,1,3,10,1,2,2,7,28
danbooru_1415799_4d13af0e9af5e25c315f4172195cb81c.txt_0,2,0,3,4,0,0,1,8,15
danbooru_2336238_550b86b101fd1c930c1d6879921ed9d1.txt_0,7,0,3,12,3,2,3,7,27
danbooru_5794871_354310831f0836cb2f958b4a65d98018.txt_1,7,1,3,12,1,2,2,0,4
danbooru_5305181_a8842b860ffdf98764bb9416bce81d70.txt_1,1,0,5,5,7,1,4,7,1
danbooru_1843322_9d12f7b48f55c8854e0f6478c72d6e52.txt_0,2,0,3,4,0,0,3,7,23
danbooru_5291513_d7caf7dbcd6b6eaf8b9ae779dd49e8d3.txt_1,0,0,5,5,7,1,1,8,23
danbooru_1272147_3cf52c472eaa13ccd9edf335565face0.txt_0,2,0,3,10,0,2,10,8,26
danbooru_2804083_1aad4e9b78662731fe2e3d34a79299fc.txt_0,3,0,0,4,10,0,2,8,24
danbooru_5744734_ba280a4256bbd5aefea88cdd5ba7e29d.txt_1,8,1,0,12,1,2,2,0,28
danbooru_5560149_0c308b40b320102d28a7ee4d64b935ed.txt_1,7,0,3,10,0,2,12,9,23
danbooru_1327832_61dc1418317c42ea5066dd47b00d075d.txt_0,2,0,3,12,0,0,2,0,0
danbooru_1545181_a64e949874d10670db484c5c097950ec.txt_0,2,0,3,4,0,0,3,4,22
danbooru_4473506_74ee9a5ab5cc00c3308b8fbc25048f99.txt_0,7,1,5,10,0,2,2,7,11
danbooru_1770894_905772036190cd7d7d5824c09a4f68ee.txt_0,2,0,3,12,3,2,3,7,23
danbooru_1973073_ff726aba4866f3bc52db0b5434fe370c.txt_0,3,0,3,10,3,2,13,8,23
danbooru_1455101_748bf3c30720a7bb9453ab548b6c21da.txt_0,2,0,5,8,7,1,11,8,8
danbooru_5686359_311825e6b624a5e6f341a963e35041fd.txt_1,6,0,4,5,7,1,4,6,23
danbooru_5815949_6ce866375802227ad02bffb137147a8c.txt_1,7,1,3,10,1,2,2,7,7
danbooru_1654506_e1a37a02ae953e6d5f4953918197b976.txt_0,2,0,3,0,3,2,2,4,25
danbooru_5298624_4f3a1003a4a618d90c1bf4529bb15f3e.txt_1,7,1,5,10,0,2,5,0,17
danbooru_2778616_4c6cc04d6d830511e85d647f91e3c0d8.txt_0,0,0,1,4,1,0,11,8,34
danbooru_1630567_65f85c20114a000ec3f14191b8c32878.txt_0,2,0,3,4,3,0,3,7,23
danbooru_5414009_5fbe07d08d380b9f76c29336f5a061b4.txt_1,0,0,5,4,3,1,11,1,31
danbooru_4549537_406a4f54f50be22eba81b458f73b5572.txt_1,7,1,5,12,1,2,2,7,28
danbooru_5853027_cef78ec504fcf1719d1baaa6fc31bfba.txt_1,0,1,3,12,1,0,2,7,28
danbooru_1843693_896ba47cb772627805c07ce5bee992c9.txt_0,2,0,3,4,0,0,1,4,23
danbooru_5905356_33ca645988c26860a8d0a2af434f60f0.txt_1,7,1,5,10,1,2,3,0,12
danbooru_5282462_d5549fd9f390637e03ff30f78bd099f2.txt_1,1,0,5,8,7,0,4,9,1
danbooru_1410558_f074b5979dfb9d848f6c75ea3872c27e.txt_0,2,0,3,4,3,0,2,7,20
danbooru_1776557_f51e46d2d616948f6438e8e156ddc2cf.txt_0,2,0,3,12,3,1,3,4,19
danbooru_2721515_358cd4402adb00109dd87583895d0514.txt_0,3,0,3,4,3,0,2,4,10
danbooru_2745923_e460cc15760b5567b29486e2dcfffd8f.txt_0,3,0,3,4,7,0,0,7,25
danbooru_1922610_8667863de68e1fe77bc3e8cc6326b93c.txt_0,3,0,3,4,0,0,1,4,33
danbooru_5965950_02cf9a9e4e07455eb4f3e85883721263.txt_1,7,1,5,12,0,2,2,0,12
danbooru_2755883_3e2f944e4e27e426ac5b5317ee715f2d.txt_0,3,0,2,4,1,0,3,7,14
danbooru_3937040_694e759c35db6e8b1d2d1bca8a70204c.txt_0,4,0,3,4,0,0,3,8,23
danbooru_5757308_c71f952eb6ef6524f92056f686b1041f.txt_1,7,1,3,10,0,2,3,0,23
danbooru_5285393_dd71c27fe43f55885a6de9255db096bf.txt_1,0,0,5,0,0,0,11,8,35
danbooru_5100490_60ac222195e59b9796de090260b6c411.txt_1,7,1,5,10,0,2,2,0,11
danbooru_3504296_1ccee9843ce9ab9a243dd1e4eaebdaca.txt_0,4,0,3,10,3,2,3,7,23
danbooru_1144791_067ee03f3513289a1f554dc7260905b1.txt_0,2,0,3,7,7,0,9,7,24
danbooru_5446138_209dbcc31afc9870baa5ab1d988041cf.txt_1,7,0,5,8,7,1,4,7,1
danbooru_4799550_f30ed1f534a325636bc3586294e2aa75.txt_1,7,1,5,10,0,2,3,0,10
danbooru_5641531_d4fd2121c96f5806fa893903236d2d8e.txt_1,1,0,5,9,7,2,4,7,23
danbooru_5255458_88e0eeb42678c3649d39612c59962a82.txt_1,7,1,5,12,9,2,3,7,10
danbooru_5811433_c1f735c541614734f0fd3ea60aafaa15.txt_1,0,1,5,10,1,2,2,7,28
danbooru_5610909_a81157ec1a25bf8ef83a1b58ed0513a8.txt_1,0,1,5,11,0,2,4,8,15
danbooru_5561317_140e9ccbf9262b506fcd17f9347d89d4.txt_1,1,0,5,3,7,0,4,8,23
danbooru_2731770_af107e5d905685b55c67e7577b229ae3.txt_0,3,0,3,12,0,0,3,4,20
danbooru_1247961_280ce2060dee5101ecbc9c347ae312fd.txt_0,2,0,3,4,6,0,2,7,24
danbooru_3496759_9f26674d9e7c3385539641736ea99510.txt_0,4,0,3,10,3,2,3,7,23
danbooru_5719351_cef5aa323d50003b8cec978970513160.txt_1,5,0,3,5,7,1,7,6,23
danbooru_5811169_f976cb91c50b3975b737c552e0a2c463.txt_1,7,1,5,12,1,2,2,7,33
danbooru_2781059_446874615bf6fa51b2858bdc2452f8c1.txt_0,3,0,2,4,1,0,4,1,25
danbooru_5850982_4c6229490414acb78f5e5be5714ff380.txt_1,7,1,5,10,0,2,12,9,4
danbooru_1398884_0d6d2ea813196ab5eca03500d27f1076.txt_0,2,0,5,4,0,0,10,4,29
danbooru_4019807_ea84d4798d6b46eed32b504171c4947b.txt_0,5,0,3,4,0,0,3,7,23
danbooru_5850919_8f1f158526797e9590f8dad0382e69b8.txt_1,7,1,5,10,0,2,12,9,28
danbooru_4491942_71939f55973dfaaa791fa0771e765471.txt_0,7,1,3,10,0,2,12,0,11
danbooru_4330519_866e1ee8f78a129fd1c7872ccd20a704.txt_0,7,1,3,11,7,2,3,7,13
danbooru_2750663_7d4ee550c62d730816c17f483cbb3802.txt_0,3,0,1,4,1,0,3,7,0
danbooru_5815937_c750618f58b58abc474b4b5b28a6b98a.txt_1,7,1,5,10,4,2,12,0,18
danbooru_1415385_89bd9e354cc8cecb1a86be472a8e64c9.txt_0,2,0,3,4,0,0,10,4,29
danbooru_1731875_19b088e2ceb3588e6d7849efbb8147fe.txt_0,2,0,0,9,3,1,3,1,0
danbooru_2718349_f7814249137468a407ae44909ddb9f9e.txt_0,3,0,0,4,4,0,2,1,0
danbooru_4800069_79f895d2e93896c28abf205d61be7839.txt_1,7,0,0,10,3,2,3,0,23
danbooru_5591645_f63f5cce3b1f36d2699773e82de85206.txt_1,0,1,5,11,0,2,4,0,21
danbooru_1468713_cbe87379084c66e522a9a53940fbef10.txt_0,2,0,3,4,0,0,3,4,21
danbooru_5853036_fce413ca7a847b0550800839c328a193.txt_1,8,1,3,12,1,0,2,7,28
danbooru_1390614_375ade8711bf10c2ea363ddf33c42e81.txt_0,2,0,3,4,0,0,2,7,23
danbooru_1770893_7b8b137ab39bebab1738b67c4a132afd.txt_0,2,0,3,12,3,2,3,4,23
danbooru_5526118_97d1f47e9966862e47e63f17ffe81dac.txt_1,1,0,5,4,7,1,7,6,2
danbooru_5538588_e39b5197ef59d24f2d6896aa7a02b05d.txt_1,7,1,5,10,10,2,2,7,35
danbooru_5464380_a267c6ee6d44ce404a2a576a40ab1941.txt_1,1,0,5,5,7,1,2,8,23
danbooru_5283951_abc9c19dbb01c3491022723b0feed63f.txt_1,1,0,5,9,7,2,4,9,1
danbooru_4396436_6216ab33e5c7421f283e95800fef9dcc.txt_0,0,1,0,10,0,2,2,0,11
danbooru_4638391_a72c7cf71efb9c3bf5df53b2815baff2.txt_1,7,0,3,4,3,0,3,1,13
danbooru_2763677_8a15a965a4617ed377447349e51380eb.txt_0,3,0,3,4,4,0,2,7,11
danbooru_5596078_60f9865cd7d8d199d686a0b436d75363.txt_1,7,0,5,13,7,2,4,8,4
danbooru_4554736_1aa6ea779b888c9268fe47403cb9c380.txt_1,7,1,5,10,9,2,11,4,10
danbooru_5744745_b1e9aece0ad140197ed9e291ee65f1e8.txt_1,7,1,5,10,0,2,2,0,23
danbooru_1563498_4c8b83b880485ffb7ff08ace484cbc14.txt_0,2,0,5,4,0,0,0,9,2
danbooru_1421662_af38b05a6d8a2dbf9c993be7b5ce41c6.txt_0,2,0,3,4,0,0,1,8,22
danbooru_5495146_3c994bb4abddc8f60e8efb87a319a48f.txt_1,7,0,5,12,0,0,11,8,2
danbooru_1383142_85124649bec6c50ddcc263ee34ca53cd.txt_0,2,0,3,12,0,0,11,1,15
danbooru_1148678_dd28ed9e63b6eb723a5b1c9a559ee084.txt_0,2,0,3,4,0,0,11,7,8
danbooru_5735198_e8a45126474edcdcb866eb73aa5dd9ff.txt_1,1,0,5,4,7,0,4,4,23
danbooru_3880882_b3bbb0795563de054004c6d71a0dd21b.txt_0,0,0,3,10,0,2,11,1,15
danbooru_5455720_c6ab7bcb45f2a06328cdb3d505f3678b.txt_1,7,1,5,12,0,2,1,7,11
danbooru_2755213_f73ba3b5ddc5b203d20bc8bd8bafac1e.txt_0,3,0,0,4,4,0,2,7,0
danbooru_1760865_84b588d0acc4624a74c48f0e6dbd434b.txt_0,2,0,3,4,1,0,2,7,23
danbooru_2277708_a723a0a9c7bd588d589f18c8fc5fbd03.txt_0,3,0,3,12,3,1,3,4,23
danbooru_2847880_dc4dea62c4c646aee74e5ab72da43f99.txt_0,3,0,3,4,1,0,2,7,25
danbooru_2760656_292afd90f742ec15d3b7d2889c5b250a.txt_0,3,0,3,4,4,0,2,7,11
danbooru_3555201_ccd2a7a85c6a11f8811dde669e71f79a.txt_0,5,0,3,4,0,0,3,7,23
danbooru_1403011_5fb5f19db848bb3722859b34f72e2e2a.txt_0,2,0,3,4,6,0,2,4,5
danbooru_1400522_936ef766a8bc9d2272028a629494712b.txt_0,2,0,3,4,0,0,10,8,23
danbooru_2741838_cd4daa24aa2116c5ad5f0410fd85a49d.txt_0,3,0,3,4,3,0,2,7,33
